"ID","RNAi_1","RNAi_3","RNAi_4","Untreated_1","Untreated_3","Untreated_4","padj","log2FoldChange","pvalue","foldChange","log10padj"
"FBtr0072393",258.676853454948,213.938574220253,218.200759559597,909.176095822983,959.514246613594,1052.42349078631,4.26769020203662e-45,3.00103867636268,2.39865681319504e-49,8.00576171858033,44.3698071141841
"FBtr0085105",86.1019547126534,94.0001297497774,83.7124435378478,41.0334316966116,34.4294100690847,45.5815257651339,0.0023844666804664,-1.61969062708145,1.34019035547797e-07,0.325405236592502,2.62260874183598
"FBtr0087390",343.135927266229,311.657015140972,313.892157955062,729.686991273946,719.698587700268,839.321363167153,3.68540096605432e-17,1.79078598401123,2.07138093865463e-21,3.46003344706137,16.4335152546512
"FBtr0073120",2310.71490423537,2642.87686441993,3136.49699726248,1435.35557874448,1468.67778841948,1390.88983876933,1.74382071695811e-07,-1.31786339075957,9.80115061239947e-12,0.401128564366037,6.75849816713175
"FBtr0337056",123.848269519278,214.21459177515,200.501301527656,713.051370553469,692.523157818104,496.398894543981,2.30657796588132e-08,2.62836862536358,1.2964129754279e-12,6.18326409125584,7.63703186098645
"FBtr0085085",986.11617240179,1220.22066271628,1232.33049720793,713.419697756441,551.036794490615,600.360179646037,0.000143846156290104,-1.27448133969149,8.08487838860745e-09,0.413373743505921,3.84210173839166
"FBtr0079708",285.803068705768,245.194443866413,280.264047088428,553.678269060216,557.685738589476,634.641066400425,7.10722083661031e-11,1.59866311588122,3.99461602777108e-15,3.02862533403551,10.148300189886
"FBtr0339391",752.443292360192,786.456975231102,686.217728161999,303.820019204445,417.758372065332,268.396299366169,1.11838136802051e-05,-1.6873559742363,6.28586650191383e-10,0.31049544855847,4.95141007678552
"FBtr0086613",95.0367761715186,100.520252961087,104.818114204285,46.2858769554219,48.7357059450675,37.2514883302704,0.000215566464663176,-1.72110376190819,1.21159209005832e-08,0.303316574059872,3.66641880074197
"FBtr0336736",92.9600316291217,76.1463037617006,50.4381248396062,180.353452129013,271.227256400455,195.4002154312,0.00100259767022965,2.25181554602586,5.63510381199221e-08,4.76281841432537,2.99887330890667
"FBtr0346714",530.641193101534,600.498807873976,614.570998293786,117.907655644043,63.0857625229,63.4521635531325,2.3049423627893e-21,-4.1055543952596,1.29549368412168e-25,0.0580904817579365,20.6373399300728
"FBtr0088550",3646.69138461064,3443.15034857697,3828.85556812029,5732.21121184456,5378.36884559318,6612.27007545888,1.25210736953317e-05,1.0083771566365,7.03747397444455e-10,2.01164698699458,4.90235842831693
"FBtr0100508",29.5215463856098,32.4340788139306,30.8219839850195,10.265848701908,13.4853976742921,8.08972199906947,0.00322287952133523,-2.21526315117427,1.81142059427564e-07,0.215347256468648,2.49175592911294
"FBtr0100504",38.7060532156157,42.2690758547085,57.5023146962024,16.7234358434966,12.5955500154976,10.0307581785011,9.05870705359182e-05,-2.71647142001862,5.091449557999e-09,0.152146028447153,4.04293378461472
"FBtr0337020",1208.76660109085,1404.224650801,1182.16936877458,171.928498995391,126.70504368651,140.178636599113,1.28330882771734e-76,-4.49236500515161,7.21284188240411e-81,0.0444286771016639,75.8916688182673
